model,correlation,pvalue,predictor,feature
Linear,0.031153706349382596,0.4032368486464264,RBD Escape,grammaticality
SVR-RBF,0.037406763111958105,0.3155079862714527,RBD Escape,grammaticality
Linear,-0.022806455857052415,0.5406511934444562,RBD Escape,grammaticality
SVR-RBF,0.016126219538567323,0.6653128111351962,RBD Escape,grammaticality
Linear,0.013084000240765427,0.7257911243971571,RBD Escape,grammaticality
SVR-RBF,0.07634425230167907,0.04042417719931581,RBD Escape,grammaticality
Linear,0.04564762058441966,0.22087076506192835,RBD Escape,grammaticality
SVR-RBF,0.08047033782719444,0.03073396641437084,RBD Escape,grammaticality
Linear,0.0737823422392717,0.04765582010447283,RBD Escape,grammaticality
SVR-RBF,0.07526884465946455,0.04333807057520149,RBD Escape,grammaticality
Linear,0.07661453219382862,0.039580955616773515,RBD Escape,masked_grammaticality
SVR-RBF,0.10372146311516721,0.005275685913744645,RBD Escape,masked_grammaticality
Linear,0.08289937713503093,0.02591476959615444,RBD Escape,masked_grammaticality
SVR-RBF,0.08695244961952307,0.019449776740827613,RBD Escape,masked_grammaticality
Linear,0.0645056368565768,0.08347547557802576,RBD Escape,masked_grammaticality
SVR-RBF,0.1055169861290938,0.004564115936089597,RBD Escape,masked_grammaticality
Linear,0.07488109005267383,0.044431272735290524,RBD Escape,masked_grammaticality
SVR-RBF,0.06549261503272745,0.07884845414441445,RBD Escape,masked_grammaticality
Linear,0.07703501215993483,0.038641343020433636,RBD Escape,masked_grammaticality
SVR-RBF,0.07824232912378033,0.035685316355543215,RBD Escape,masked_grammaticality
Linear,0.08188056122746751,0.027805589824326148,RBD Escape,masked_grammaticality
SVR-RBF,0.10978226038213632,0.00314012924053686,RBD Escape,masked_grammaticality
Linear,0.10351989354116659,0.005365174885515994,RBD Escape,masked_grammaticality
SVR-RBF,0.13558511076785332,0.00025843571121717576,RBD Escape,masked_grammaticality
Linear,0.009102470022783068,0.8072343587712207,RBD Escape,masked_grammaticality
SVR-RBF,0.07309369489129056,0.049775219055645255,RBD Escape,masked_grammaticality
Linear,0.09484838821632517,0.010829780560511643,RBD Escape,masked_grammaticality
SVR-RBF,0.07209506264383493,0.052988317832298494,RBD Escape,masked_grammaticality
Linear,0.08761751722177184,0.018617552094180506,RBD Escape,masked_grammaticality
SVR-RBF,0.08316037923116427,0.025550879161537775,RBD Escape,masked_grammaticality
Linear,0.06774709701313714,0.06886493706454264,RBD Escape,masked_grammaticality
SVR-RBF,0.07567281138748848,0.042080320606879724,RBD Escape,masked_grammaticality
Linear,0.09702713414377033,0.009086964098590037,RBD Escape,masked_grammaticality
SVR-RBF,0.13234979475820585,0.0003627727009374618,RBD Escape,masked_grammaticality
Linear,0.048475269676490663,0.19355405275589393,RBD Escape,masked_grammaticality
SVR-RBF,0.05650178717104463,0.1295868479067947,RBD Escape,masked_grammaticality
Linear,0.08076015280920748,0.030135354234252863,RBD Escape,masked_grammaticality
SVR-RBF,0.07093000769680972,0.056953614039040756,RBD Escape,masked_grammaticality
Linear,0.08703356500602552,0.01942054705394003,RBD Escape,masked_grammaticality
SVR-RBF,0.09928618813256954,0.007631641225160612,RBD Escape,masked_grammaticality
Linear,0.05502882848238659,0.13962599604448583,RBD Escape,mutated_grammaticality
SVR-RBF,0.08251954506684532,0.026606314299996752,RBD Escape,mutated_grammaticality
Linear,0.10453026023374895,0.004929987064771184,RBD Escape,mutated_grammaticality
SVR-RBF,0.08399885913279075,0.023999728309355036,RBD Escape,mutated_grammaticality
Linear,0.08082569095195834,0.03000138018935229,RBD Escape,mutated_grammaticality
SVR-RBF,0.07511634861297341,0.043765268742440126,RBD Escape,mutated_grammaticality
Linear,0.12445081789809218,0.0008112911317739619,RBD Escape,mutated_grammaticality
SVR-RBF,0.10185863227306896,0.006192158224759937,RBD Escape,mutated_grammaticality
Linear,0.06701622477245746,0.07211646336588785,RBD Escape,mutated_grammaticality
SVR-RBF,0.05724367766631704,0.12461988092023381,RBD Escape,mutated_grammaticality
Linear,0.037614868871132745,0.31282135673497935,RBD Escape,mutated_grammaticality
SVR-RBF,0.05234797227847636,0.15998579010747996,RBD Escape,mutated_grammaticality
Linear,0.09920805189144365,0.007637447857533388,RBD Escape,mutated_grammaticality
SVR-RBF,0.07417439890730287,0.046331335749344414,RBD Escape,mutated_grammaticality
Linear,0.11510431674485139,0.001963826648982578,RBD Escape,mutated_grammaticality
SVR-RBF,0.09157849273157344,0.013896839145056758,RBD Escape,mutated_grammaticality
Linear,0.11321152267485267,0.0023313633842072415,RBD Escape,mutated_grammaticality
SVR-RBF,0.12657323559281444,0.0006580478424760455,RBD Escape,mutated_grammaticality
Linear,0.0696440897850144,0.06161314685857005,RBD Escape,mutated_grammaticality
SVR-RBF,0.06584796815749132,0.07723439791406528,RBD Escape,mutated_grammaticality
Linear,0.09649052928289871,0.009479218748619593,RBD Escape,mutated_grammaticality
SVR-RBF,0.06103558265730712,0.10127241839333256,RBD Escape,mutated_grammaticality
Linear,0.1296170316788649,0.00048027760528506554,RBD Escape,mutated_grammaticality
SVR-RBF,0.13542859304580823,0.00026275632059221164,RBD Escape,mutated_grammaticality
Linear,0.02561824207939368,0.4922050207160984,RBD Escape,mutated_grammaticality
SVR-RBF,0.056089156206817495,0.1324150501477132,RBD Escape,mutated_grammaticality
Linear,0.04834172810667445,0.1947857103701201,RBD Escape,mutated_grammaticality
SVR-RBF,0.08354153779953204,0.024881268756040843,RBD Escape,mutated_grammaticality
Linear,0.12403921146760616,0.0008445942568875545,RBD Escape,mutated_grammaticality
SVR-RBF,0.07367508577268413,0.047980851248613954,RBD Escape,mutated_grammaticality
Linear,0.1140964638549926,0.002413280867633463,RBD Escape,Evescape Fitness
SVR-RBF,0.11158887485548026,0.0030081607329680007,RBD Escape,Evescape Fitness
Linear,-0.0008684541454567374,0.9816358045686486,RBD Escape,Evescape Fitness
SVR-RBF,0.005807707902970395,0.8776625879914491,RBD Escape,Evescape Fitness
Linear,0.06325144242277501,0.09355273853455219,RBD Escape,Evescape Fitness
SVR-RBF,0.0475290685677024,0.2078282736076008,RBD Escape,Evescape Fitness
Linear,0.048961483116018396,0.19443695639904351,RBD Escape,Evescape Fitness
SVR-RBF,0.04603498821024018,0.22249424495216352,RBD Escape,Evescape Fitness
Linear,0.05751776129240534,0.12734165226574023,RBD Escape,Evescape Fitness
SVR-RBF,0.10396552946555263,0.005760687715839231,RBD Escape,Evescape Fitness
Linear,0.04990986350759722,0.1856120128502701,RBD Escape,Evescape Fitness
SVR-RBF,0.026662388151297806,0.47968780049929893,RBD Escape,Evescape Fitness
Linear,0.132584615974707,0.0004160119883400417,RBD Escape,Evescape Fitness
SVR-RBF,0.07820121533580639,0.03790494981717474,RBD Escape,Evescape Fitness
Linear,-0.016971940655101554,0.6530359352656039,RBD Escape,Evescape Fitness
SVR-RBF,0.014487045833611737,0.7011846234432335,RBD Escape,Evescape Fitness
Linear,0.08438854205931474,0.025149583988406,RBD Escape,Evescape Fitness
SVR-RBF,0.07740520730442345,0.04005087048855293,RBD Escape,Evescape Fitness
Linear,0.027833927646315534,0.4609107158388983,RBD Escape,Evescape Fitness
SVR-RBF,0.06908539656210017,0.06695520856066199,RBD Escape,Evescape Fitness
Linear,0.05501541819475833,0.14448983168465115,RBD Escape,Evescape Fitness
SVR-RBF,0.042839457410845154,0.25596939230814914,RBD Escape,Evescape Fitness
Linear,0.0339178623842974,0.3685236738835971,RBD Escape,Evescape Fitness
SVR-RBF,0.0074722536406671555,0.8430037887451897,RBD Escape,Evescape Fitness
Linear,0.06736482359382696,0.07405976720795031,RBD Escape,Evescape Fitness
SVR-RBF,0.06834353186536839,0.069946685203379,RBD Escape,Evescape Fitness
Linear,0.04391424191220277,0.24455883829972547,RBD Escape,Evescape Fitness
SVR-RBF,0.08142634840585758,0.030754556434611013,RBD Escape,Evescape Fitness
Linear,0.08166448159449281,0.03026743973944891,RBD Escape,Evescape Fitness
SVR-RBF,0.09292174185791209,0.0136460005865628,RBD Escape,Evescape Fitness
Linear,0.22100683364536705,1.942362490084683e-09,RBD Escape,Evescape
SVR-RBF,0.22602047027979863,8.132647218558496e-10,RBD Escape,Evescape
Linear,0.19083510143784754,2.386225149850322e-07,RBD Escape,Evescape
SVR-RBF,0.19129725755539562,2.228801647828873e-07,RBD Escape,Evescape
Linear,0.1863415564972728,4.6782939901517477e-07,RBD Escape,Evescape
SVR-RBF,0.17261610208454195,3.1317001948155408e-06,RBD Escape,Evescape
Linear,0.18518961386275484,5.518307486266687e-07,RBD Escape,Evescape
SVR-RBF,0.18962309156276524,2.906249710447618e-07,RBD Escape,Evescape
Linear,0.19108418721817313,2.3447977904810712e-07,RBD Escape,Evescape
SVR-RBF,0.19132639339790455,2.2624614552782289e-07,RBD Escape,Evescape
Linear,0.16219691769130268,1.1883086408448884e-05,RBD Escape,Evescape
SVR-RBF,0.17724742462746254,1.6480464487581517e-06,RBD Escape,Evescape
Linear,0.26093122369295063,1.0572362628342958e-12,RBD Escape,Evescape
SVR-RBF,0.28460719942304297,6.392509251075894e-15,RBD Escape,Evescape
Linear,0.22060074816576442,2.1364055393445153e-09,RBD Escape,Evescape
SVR-RBF,0.20952537834110058,1.351244829032752e-08,RBD Escape,Evescape
Linear,0.19756682841493103,8.865922399510459e-08,RBD Escape,Evescape
SVR-RBF,0.17051836924964425,4.134922611021447e-06,RBD Escape,Evescape
Linear,0.13938916017688574,0.00017358374003231166,RBD Escape,Evescape
SVR-RBF,0.13485867197375143,0.0002818129743219639,RBD Escape,Evescape
Linear,0.27271969596982487,8.8444465555381e-14,RBD Escape,Evescape
SVR-RBF,0.2597385771435885,1.349685288558049e-12,RBD Escape,Evescape
Linear,0.17903942341536686,1.287735175621304e-06,RBD Escape,Evescape
SVR-RBF,0.18705769654854826,4.1424784757998105e-07,RBD Escape,Evescape
Linear,0.13341833761716504,0.0003277332699841706,RBD Escape,Evescape
SVR-RBF,0.1263447325518702,0.0006731514684030996,RBD Escape,Evescape
Linear,0.18173525279729727,8.999109454120036e-07,RBD Escape,Evescape
SVR-RBF,0.1723592322656411,3.2406819721211943e-06,RBD Escape,Evescape
Linear,0.2179127878459562,3.373341553780872e-09,RBD Escape,Evescape
SVR-RBF,0.22720876667908912,6.777977038436101e-10,RBD Escape,Evescape
Linear,0.11934671373685439,0.0020499418858651503,RBD Escape,IND Mutability Score
SVR-RBF,0.14822705410821285,0.0001248306593096233,RBD Escape,IND Mutability Score
Linear,0.08485958089040845,0.028658272329838384,RBD Escape,IND Mutability Score
SVR-RBF,0.19841149517694792,2.4920481287426333e-07,RBD Escape,IND Mutability Score
Linear,0.0445170717958539,0.2516310052041425,RBD Escape,IND Mutability Score
SVR-RBF,0.13173700103233896,0.000660085877412213,RBD Escape,IND Mutability Score
Linear,0.1223587645544741,0.0015836519296365645,RBD Escape,IND Mutability Score
SVR-RBF,0.11977784358849969,0.0019895948275006673,RBD Escape,IND Mutability Score
Linear,0.0916102161068803,0.01821840526855652,RBD Escape,IND Mutability Score
SVR-RBF,0.10841466758649054,0.005163799523163024,RBD Escape,IND Mutability Score
Linear,0.10551691099268748,0.006459135850981408,RBD Escape,IND Mutability Score
SVR-RBF,0.21139985626878824,3.722083409983157e-08,RBD Escape,IND Mutability Score
Linear,0.08093084213216549,0.03693255208023906,RBD Escape,IND Mutability Score
SVR-RBF,0.15689920639503457,4.83143153635228e-05,RBD Escape,IND Mutability Score
Linear,0.09542163637110652,0.013828633486718804,RBD Escape,IND Mutability Score
SVR-RBF,0.1315252532374616,0.0006735623431569868,RBD Escape,IND Mutability Score
Linear,0.08167150852211112,0.03537162152500851,RBD Escape,IND Mutability Score
SVR-RBF,0.077742219691954,0.04522734570423884,RBD Escape,IND Mutability Score
Linear,0.083377586630457,0.0316991788046161,RBD Escape,IND Mutability Score
SVR-RBF,0.1478186544346589,0.00013191080911981098,RBD Escape,IND Mutability Score
Linear,0.10601116794366833,0.0062126013042736305,RBD Escape,IND Mutability Score
SVR-RBF,0.11943866949217655,0.0020335222476467636,RBD Escape,IND Mutability Score
Linear,0.08632276871998161,0.026012506243193238,RBD Escape,IND Mutability Score
SVR-RBF,0.1656859298857659,1.752310004358412e-05,RBD Escape,IND Mutability Score
Linear,0.05033824542926966,0.194809446659451,RBD Escape,IND Mutability Score
SVR-RBF,0.12762037647368507,0.0009726281439717179,RBD Escape,IND Mutability Score
Linear,0.10397984084410145,0.007327170650091167,RBD Escape,IND Mutability Score
SVR-RBF,0.16579763241289594,1.7547484528937073e-05,RBD Escape,IND Mutability Score
Linear,0.10229498879312883,0.008341775678151583,RBD Escape,IND Mutability Score
SVR-RBF,0.13886035492344287,0.0003321527936192229,RBD Escape,IND Mutability Score
Linear,0.06922340847622713,0.07444201449923947,RBD Escape,DCA Mutability Score
SVR-RBF,0.19721512024019594,2.950724692604303e-07,RBD Escape,DCA Mutability Score
Linear,0.14480715132930158,0.00017898394521440923,RBD Escape,DCA Mutability Score
SVR-RBF,0.1849295873428234,1.5756786584752821e-06,RBD Escape,DCA Mutability Score
Linear,0.14473901041375034,0.00018025919869768214,RBD Escape,DCA Mutability Score
SVR-RBF,0.2191085049097242,1.13530453013244e-08,RBD Escape,DCA Mutability Score
Linear,0.16878653194759194,1.228099883655217e-05,RBD Escape,DCA Mutability Score
SVR-RBF,0.21491306453694975,2.2321803898659254e-08,RBD Escape,DCA Mutability Score
Linear,0.11866767789991586,0.002191888864288425,RBD Escape,DCA Mutability Score
SVR-RBF,0.20347634978417004,1.2314500581158737e-07,RBD Escape,DCA Mutability Score
Linear,0.06902055194393363,0.07529766102461126,RBD Escape,DCA Mutability Score
SVR-RBF,0.1868857122456789,1.215546529237833e-06,RBD Escape,DCA Mutability Score
Linear,0.13260583716284297,0.0006073668443426125,RBD Escape,DCA Mutability Score
SVR-RBF,0.184182877320238,1.73850114124529e-06,RBD Escape,DCA Mutability Score
Linear,0.1469337566999403,0.00014318717813879839,RBD Escape,DCA Mutability Score
SVR-RBF,0.2045422413455691,1.0314959328677374e-07,RBD Escape,DCA Mutability Score
Linear,0.18763010522619317,1.1211448397405978e-06,RBD Escape,DCA Mutability Score
SVR-RBF,0.22566432591388175,4.102206963051386e-09,RBD Escape,DCA Mutability Score
Linear,0.12038151759800986,0.0018869130887397482,RBD Escape,DCA Mutability Score
SVR-RBF,0.2108079229127265,4.166499685879481e-08,RBD Escape,DCA Mutability Score
Linear,0.1538840239569696,6.759669878484227e-05,RBD Escape,DCA Mutability Score
SVR-RBF,0.22963836134477736,2.086555898742795e-09,RBD Escape,DCA Mutability Score
Linear,0.1379378443236259,0.0003604587366369764,RBD Escape,DCA Mutability Score
SVR-RBF,0.18181408269276406,2.3687407117093014e-06,RBD Escape,DCA Mutability Score
Linear,0.12889518782537943,0.0008636366053528761,RBD Escape,DCA Mutability Score
SVR-RBF,0.2189928381768699,1.1560915304479935e-08,RBD Escape,DCA Mutability Score
Linear,0.15189243352725904,8.514347383878071e-05,RBD Escape,DCA Mutability Score
SVR-RBF,0.2294408562131597,2.2162540822700467e-09,RBD Escape,DCA Mutability Score
Linear,0.0897837150000843,0.020674301221373405,RBD Escape,DCA Mutability Score
SVR-RBF,0.18683200622101132,1.2471004917552214e-06,RBD Escape,DCA Mutability Score
Linear,0.22231886929378158,1.5497048298211168e-09,RBD Escape,Mean_Embedding
SVR-RBF,0.5562829709690871,6.863938601792019e-60,RBD Escape,Mean_Embedding
Linear,0.24720993339562952,1.6296710582916076e-11,RBD Escape,Mean_Embedding
SVR-RBF,0.570170005060442,1.7518667819175965e-63,RBD Escape,Mean_Embedding
Linear,0.17030724347184564,4.25141640676858e-06,RBD Escape,Mean_Embedding
SVR-RBF,0.565935629825714,2.762615382968731e-62,RBD Escape,Mean_Embedding
Linear,0.2989305562572601,2.383169223162146e-16,RBD Escape,Mean_Embedding
SVR-RBF,0.6504898551949623,5.820800365722419e-88,RBD Escape,Mean_Embedding
Linear,0.2522675413846046,6.2661175650813e-12,RBD Escape,Mean_Embedding
SVR-RBF,0.5957662743983105,1.7746692560222365e-70,RBD Escape,Mean_Embedding
Linear,0.18965258625003745,2.8393654793949137e-07,RBD Escape,Mean_Embedding
SVR-RBF,0.5739074595106045,1.765996528320823e-64,RBD Escape,Mean_Embedding
Linear,0.25454348325451853,3.854485626775019e-12,RBD Escape,Mean_Embedding
SVR-RBF,0.6287339691489827,1.0628542337675792e-80,RBD Escape,Mean_Embedding
Linear,0.23816351979640824,9.333590528152405e-11,RBD Escape,Mean_Embedding
SVR-RBF,0.5649627389885035,4.949699526467055e-62,RBD Escape,Mean_Embedding
Linear,0.26755131535858745,2.7672466379986205e-13,RBD Escape,Mean_Embedding
SVR-RBF,0.5611836182177466,4.6817150092217896e-61,RBD Escape,Mean_Embedding
Linear,0.2665121666193685,3.44331963194509e-13,RBD Escape,Mean_Embedding
SVR-RBF,0.5794515670883903,6.824993950437523e-66,RBD Escape,Mean_Embedding
Linear,0.1716929168752437,3.48574377732079e-06,RBD Escape,Mean_Embedding
SVR-RBF,0.5274470437081558,6.017139195317672e-53,RBD Escape,Mean_Embedding
Linear,0.24230305728738263,4.167881738143735e-11,RBD Escape,Mean_Embedding
SVR-RBF,0.6029295883394201,1.1306270118775241e-72,RBD Escape,Mean_Embedding
Linear,0.2914468841476678,1.3915640036179091e-15,RBD Escape,Mean_Embedding
SVR-RBF,0.610971347633263,5.405667921136459e-75,RBD Escape,Mean_Embedding
Linear,0.2573765909217101,2.2587518730913265e-12,RBD Escape,Mean_Embedding
SVR-RBF,0.6100441125808901,1.035854633931821e-74,RBD Escape,Mean_Embedding
Linear,0.286630807472022,4.215186896782756e-15,RBD Escape,Mean_Embedding
SVR-RBF,0.5348957472885074,1.328496081867463e-54,RBD Escape,Mean_Embedding
Linear,0.46597750138198485,3.3875455992305935e-40,RBD Escape,Logits
SVR-RBF,0.5908964395502269,3.5608886604537007e-69,RBD Escape,Logits
Linear,0.5014916970554807,3.0297461554910648e-47,RBD Escape,Logits
SVR-RBF,0.6077663016005316,4.0251523935985756e-74,RBD Escape,Logits
Linear,0.45853585351139287,9.043303694067786e-39,RBD Escape,Logits
SVR-RBF,0.5637732232984095,1.0071336237900474e-61,RBD Escape,Logits
